ID,Construction_ID,Parameter_ID,Code_ID,Value
sand1278-preaspiration-diachronicsourcetype,sand1278-preaspiration,diachronicsourcetype,source-unknown,unknown
hupd1244-prefixhup--synthesis,hupd1244-prefixhup-,synthesis,n-synth,synthetic
hupd1244-prefixhup--strategy,hupd1244-prefixhup-,strategy,type2-prefix,prefix
hupd1244-prefixhup--passive,hupd1244-prefixhup-,passive,passive-mid,middle marker
hupd1244-prefixhup--anticausative,hupd1244-prefixhup-,anticausative,anticausative-no,no
hupd1244-prefixhup--reflexive,hupd1244-prefixhup-,reflexive,reflexive-mid,middle marker
hupd1244-prefixhup--reciprocal,hupd1244-prefixhup-,reciprocal,reciprocal-compt,construction in competition
hupd1244-prefixhup--antipassive,hupd1244-prefixhup-,antipassive,antipassive-no,no
hupd1244-prefixhup--self-benefactive,hupd1244-prefixhup-,self-benefactive,selfbenefactive-mid,middle marker
hupd1244-prefixhup--impersonal,hupd1244-prefixhup-,impersonal,impersonal-mid,middle marker
hupd1244-prefixhup--facilitative,hupd1244-prefixhup-,facilitative,facilitative-no,no
hupd1244-prefixhup--syncretismpattern,hupd1244-prefixhup-,syncretismpattern,oppositional-passreflselfrecpimp,PASS/REFL/SELF/RECP/IMP
hupd1244-prefixhup--voicefunctions,hupd1244-prefixhup-,voicefunctions,number_opp_functions-5,5
hupd1244-prefixhup--diachronicsourcetype,hupd1244-prefixhup-,diachronicsourcetype,source-unknown,unknown
wyan1247-suffix-at--synthesis,wyan1247-suffix-at-,synthesis,n-synth,synthetic
wyan1247-suffix-at--strategy,wyan1247-suffix-at-,strategy,type2-suffix,suffix
wyan1247-suffix-at--passive,wyan1247-suffix-at-,passive,passive-mid,middle marker
wyan1247-suffix-at--anticausative,wyan1247-suffix-at-,anticausative,anticausative-mid,middle marker
wyan1247-suffix-at--reflexive,wyan1247-suffix-at-,reflexive,reflexive-compl,construction in complementary distribution
wyan1247-suffix-at--reciprocal,wyan1247-suffix-at-,reciprocal,reciprocal-compl,construction in complementary distribution
wyan1247-suffix-at--antipassive,wyan1247-suffix-at-,antipassive,antipassive-mid,middle marker
wyan1247-suffix-at--self-benefactive,wyan1247-suffix-at-,self-benefactive,selfbenefactive-no,no
wyan1247-suffix-at--impersonal,wyan1247-suffix-at-,impersonal,impersonal-no,no
wyan1247-suffix-at--facilitative,wyan1247-suffix-at-,facilitative,facilitative-no,no
wyan1247-suffix-at--syncretismpattern,wyan1247-suffix-at-,syncretismpattern,oppositional-passantcantp,PASS/ANTC/ANTP
wyan1247-suffix-at--voicefunctions,wyan1247-suffix-at-,voicefunctions,number_opp_functions-3,3
wyan1247-suffix-at--diachronicsourcetype,wyan1247-suffix-at-,diachronicsourcetype,source-refl,reflexive
idaa1241-prefixb--synthesis,idaa1241-prefixb-,synthesis,n-synth,synthetic
idaa1241-prefixb--strategy,idaa1241-prefixb-,strategy,type2-prefix,prefix
idaa1241-prefixb--passive,idaa1241-prefixb-,passive,passive-mid,middle marker
idaa1241-prefixb--anticausative,idaa1241-prefixb-,anticausative,anticausative-mid,middle marker
idaa1241-prefixb--reflexive,idaa1241-prefixb-,reflexive,reflexive-mid,middle marker
idaa1241-prefixb--reciprocal,idaa1241-prefixb-,reciprocal,reciprocal-no,no
idaa1241-prefixb--antipassive,idaa1241-prefixb-,antipassive,antipassive-no,no
idaa1241-prefixb--self-benefactive,idaa1241-prefixb-,self-benefactive,selfbenefactive-mid,middle marker
idaa1241-prefixb--impersonal,idaa1241-prefixb-,impersonal,impersonal-no,no
idaa1241-prefixb--facilitative,idaa1241-prefixb-,facilitative,facilitative-no,no
idaa1241-prefixb--syncretismpattern,idaa1241-prefixb-,syncretismpattern,oppositional-passantcreflself,PASS/ANTC/REFL/SELF
idaa1241-prefixb--voicefunctions,idaa1241-prefixb-,voicefunctions,number_opp_functions-4,4
idaa1241-prefixb--diachronicsourcetype,idaa1241-prefixb-,diachronicsourcetype,source-unknown,unknown
idaa1241-infix-r--synthesis,idaa1241-infix-r-,synthesis,n-synth,synthetic
idaa1241-infix-r--strategy,idaa1241-infix-r-,strategy,type2-infix,infix
idaa1241-infix-r--passive,idaa1241-infix-r-,passive,passive-mid,middle marker
idaa1241-infix-r--anticausative,idaa1241-infix-r-,anticausative,anticausative-mid,middle marker
idaa1241-infix-r--reflexive,idaa1241-infix-r-,reflexive,reflexive-mid,middle marker
idaa1241-infix-r--reciprocal,idaa1241-infix-r-,reciprocal,reciprocal-mid,middle marker
idaa1241-infix-r--antipassive,idaa1241-infix-r-,antipassive,antipassive-no,no
idaa1241-infix-r--self-benefactive,idaa1241-infix-r-,self-benefactive,selfbenefactive-no,no
idaa1241-infix-r--impersonal,idaa1241-infix-r-,impersonal,impersonal-no,no
idaa1241-infix-r--facilitative,idaa1241-infix-r-,facilitative,facilitative-no,no
idaa1241-infix-r--otheroppositionalfunctions,idaa1241-infix-r-,otheroppositionalfunctions,other_opp_class-other,other
idaa1241-infix-r--syncretismpattern,idaa1241-infix-r-,syncretismpattern,oppositional-passantcreflrecp,PASS/ANTC/REFL/RECP
idaa1241-infix-r--voicefunctions,idaa1241-infix-r-,voicefunctions,number_opp_functions-4,4
idaa1241-infix-r--diachronicsourcetype,idaa1241-infix-r-,diachronicsourcetype,source-norefl,non-reflexive voice marker
idaa1241-infix-r--nonreflexivesourcetype,idaa1241-infix-r-,nonreflexivesourcetype,source_2-voice,voice
iraq1241-suffix-t--synthesis,iraq1241-suffix-t-,synthesis,n-synth,synthetic
iraq1241-suffix-t--strategy,iraq1241-suffix-t-,strategy,type2-suffix,suffix
iraq1241-suffix-t--passive,iraq1241-suffix-t-,passive,passive-compt,construction in competition
iraq1241-suffix-t--anticausative,iraq1241-suffix-t-,anticausative,anticausative-mid,middle marker
iraq1241-suffix-t--reflexive,iraq1241-suffix-t-,reflexive,reflexive-compt,construction in competition
iraq1241-suffix-t--reciprocal,iraq1241-suffix-t-,reciprocal,reciprocal-compl,construction in complementary distribution
iraq1241-suffix-t--antipassive,iraq1241-suffix-t-,antipassive,antipassive-no,no
iraq1241-suffix-t--self-benefactive,iraq1241-suffix-t-,self-benefactive,selfbenefactive-no,no
iraq1241-suffix-t--impersonal,iraq1241-suffix-t-,impersonal,impersonal-no,no
iraq1241-suffix-t--facilitative,iraq1241-suffix-t-,facilitative,facilitative-no,no
iraq1241-suffix-t--otheroppositionalfunctions,iraq1241-suffix-t-,otheroppositionalfunctions,other_opp_class-aspect,aspect
iraq1241-suffix-t--syncretismpattern,iraq1241-suffix-t-,syncretismpattern,oppositional-passantcrefl,PASS/ANTC/REFL
iraq1241-suffix-t--voicefunctions,iraq1241-suffix-t-,voicefunctions,number_opp_functions-4,4
iraq1241-suffix-t--diachronicsourcetype,iraq1241-suffix-t-,diachronicsourcetype,source-refl,reflexive
ital1282-reflexivepronoun-synthesis,ital1282-reflexivepronoun,synthesis,n-analytic,analytic
ital1282-reflexivepronoun-strategy,ital1282-reflexivepronoun,strategy,type2-cliticpronoun,clitic pronoun
ital1282-reflexivepronoun-passive,ital1282-reflexivepronoun,passive,passive-compt,construction in competition
ital1282-reflexivepronoun-anticausative,ital1282-reflexivepronoun,anticausative,anticausative-mid,middle marker
ital1282-reflexivepronoun-reflexive,ital1282-reflexivepronoun,reflexive,reflexive-mid,middle marker
ital1282-reflexivepronoun-reciprocal,ital1282-reflexivepronoun,reciprocal,reciprocal-mid,middle marker
ital1282-reflexivepronoun-antipassive,ital1282-reflexivepronoun,antipassive,antipassive-mid,middle marker
ital1282-reflexivepronoun-self-benefactive,ital1282-reflexivepronoun,self-benefactive,selfbenefactive-mid,middle marker
ital1282-reflexivepronoun-impersonal,ital1282-reflexivepronoun,impersonal,impersonal-mid,middle marker
ital1282-reflexivepronoun-facilitative,ital1282-reflexivepronoun,facilitative,facilitative-mid,middle marker
ital1282-reflexivepronoun-syncretismpattern,ital1282-reflexivepronoun,syncretismpattern,oppositional-passantcreflselfrecpimpfac,PASS/ANTC/REFL/SELF/RECP/IMP/FAC
ital1282-reflexivepronoun-voicefunctions,ital1282-reflexivepronoun,voicefunctions,number_opp_functions-8,8
ital1282-reflexivepronoun-diachronicsourcetype,ital1282-reflexivepronoun,diachronicsourcetype,source-refl,reflexive
nucl1305-suffix-kollu--synthesis,nucl1305-suffix-kollu-,synthesis,n-synth,synthetic
nucl1305-suffix-kollu--strategy,nucl1305-suffix-kollu-,strategy,type2-suffix,suffix
nucl1305-suffix-kollu--passive,nucl1305-suffix-kollu-,passive,passive-compl,construction in complementary distribution
nucl1305-suffix-kollu--anticausative,nucl1305-suffix-kollu-,anticausative,anticausative-mid,middle marker
nucl1305-suffix-kollu--reflexive,nucl1305-suffix-kollu-,reflexive,reflexive-mid,middle marker
nucl1305-suffix-kollu--reciprocal,nucl1305-suffix-kollu-,reciprocal,reciprocal-no,no
nucl1305-suffix-kollu--antipassive,nucl1305-suffix-kollu-,antipassive,antipassive-no,no
nucl1305-suffix-kollu--self-benefactive,nucl1305-suffix-kollu-,self-benefactive,selfbenefactive-mid,middle marker
nucl1305-suffix-kollu--impersonal,nucl1305-suffix-kollu-,impersonal,impersonal-no,no
nucl1305-suffix-kollu--facilitative,nucl1305-suffix-kollu-,facilitative,facilitative-no,no
nucl1305-suffix-kollu--syncretismpattern,nucl1305-suffix-kollu-,syncretismpattern,oppositional-antcreflself,ANTC/REFL/SELF
nucl1305-suffix-kollu--voicefunctions,nucl1305-suffix-kollu-,voicefunctions,number_opp_functions-3,3
nucl1305-suffix-kollu--diachronicsourcetype,nucl1305-suffix-kollu-,diachronicsourcetype,source-norefl,non-reflexive voice marker
nucl1305-suffix-kollu--nonreflexivesourcetype,nucl1305-suffix-kollu-,nonreflexivesourcetype,source_2-lex,lexical source
kano1245-suffix-ry-synthesis,kano1245-suffix-ry,synthesis,n-synth,synthetic
kano1245-suffix-ry-strategy,kano1245-suffix-ry,strategy,type2-suffix,suffix
kano1245-suffix-ry-passive,kano1245-suffix-ry,passive,passive-no,no
kano1245-suffix-ry-anticausative,kano1245-suffix-ry,anticausative,anticausative-no,no
kano1245-suffix-ry-reflexive,kano1245-suffix-ry,reflexive,reflexive-mid,middle marker
kano1245-suffix-ry-reciprocal,kano1245-suffix-ry,reciprocal,reciprocal-mid,middle marker
kano1245-suffix-ry-antipassive,kano1245-suffix-ry,antipassive,antipassive-no,no
kano1245-suffix-ry-self-benefactive,kano1245-suffix-ry,self-benefactive,selfbenefactive-no,no
kano1245-suffix-ry-impersonal,kano1245-suffix-ry,impersonal,impersonal-no,no
kano1245-suffix-ry-facilitative,kano1245-suffix-ry,facilitative,facilitative-no,no
kano1245-suffix-ry-syncretismpattern,kano1245-suffix-ry,syncretismpattern,oppositional-reflrecp,REFL/RECP
kano1245-suffix-ry-voicefunctions,kano1245-suffix-ry,voicefunctions,number_opp_functions-2,2
kano1245-suffix-ry-diachronicsourcetype,kano1245-suffix-ry,diachronicsourcetype,source-refl,reflexive
karb1241-prefixche--synthesis,karb1241-prefixche-,synthesis,n-synth,synthetic
karb1241-prefixche--strategy,karb1241-prefixche-,strategy,type2-prefix,prefix
karb1241-prefixche--passive,karb1241-prefixche-,passive,passive-no,no
karb1241-prefixche--anticausative,karb1241-prefixche-,anticausative,anticausative-no,no
karb1241-prefixche--reflexive,karb1241-prefixche-,reflexive,reflexive-compt,construction in competition
karb1241-prefixche--reciprocal,karb1241-prefixche-,reciprocal,reciprocal-compt,construction in competition
karb1241-prefixche--antipassive,karb1241-prefixche-,antipassive,antipassive-no,no
karb1241-prefixche--self-benefactive,karb1241-prefixche-,self-benefactive,selfbenefactive-no,no
karb1241-prefixche--impersonal,karb1241-prefixche-,impersonal,impersonal-no,no
karb1241-prefixche--facilitative,karb1241-prefixche-,facilitative,facilitative-no,no
karb1241-prefixche--syncretismpattern,karb1241-prefixche-,syncretismpattern,oppositional-reflrecp,REFL/RECP
karb1241-prefixche--voicefunctions,karb1241-prefixche-,voicefunctions,number_opp_functions-2,2
karb1241-prefixche--diachronicsourcetype,karb1241-prefixche-,diachronicsourcetype,source-refl,reflexive
kaya1319-suffix-yii--synthesis,kaya1319-suffix-yii-,synthesis,n-synth,synthetic
kaya1319-suffix-yii--strategy,kaya1319-suffix-yii-,strategy,type2-suffix,suffix
kaya1319-suffix-yii--passive,kaya1319-suffix-yii-,passive,passive-mid,middle marker
kaya1319-suffix-yii--anticausative,kaya1319-suffix-yii-,anticausative,anticausative-mid,middle marker
kaya1319-suffix-yii--reflexive,kaya1319-suffix-yii-,reflexive,reflexive-mid,middle marker
kaya1319-suffix-yii--reciprocal,kaya1319-suffix-yii-,reciprocal,reciprocal-compl,construction in complementary distribution
kaya1319-suffix-yii--antipassive,kaya1319-suffix-yii-,antipassive,antipassive-no,no
kaya1319-suffix-yii--self-benefactive,kaya1319-suffix-yii-,self-benefactive,selfbenefactive-mid,middle marker
kaya1319-suffix-yii--impersonal,kaya1319-suffix-yii-,impersonal,impersonal-no,no
kaya1319-suffix-yii--facilitative,kaya1319-suffix-yii-,facilitative,facilitative-no,no
kaya1319-suffix-yii--otheroppositionalfunctions,kaya1319-suffix-yii-,otheroppositionalfunctions,other_opp_class-other,other
kaya1319-suffix-yii--syncretismpattern,kaya1319-suffix-yii-,syncretismpattern,oppositional-passantcreflself,PASS/ANTC/REFL/SELF
kaya1319-suffix-yii--voicefunctions,kaya1319-suffix-yii-,voicefunctions,number_opp_functions-4,4
kaya1319-suffix-yii--diachronicsourcetype,kaya1319-suffix-yii-,diachronicsourcetype,source-norefl,non-reflexive voice marker
kaya1319-suffix-yii--nonreflexivesourcetype,kaya1319-suffix-yii-,nonreflexivesourcetype,source_2-uncontr,marker of uncontrolled situations
east2774-suffix-uj--synthesis,east2774-suffix-uj-,synthesis,n-synth,synthetic
east2774-suffix-uj--strategy,east2774-suffix-uj-,strategy,type2-suffix,suffix
east2774-suffix-uj--passive,east2774-suffix-uj-,passive,passive-compt,construction in competition
east2774-suffix-uj--anticausative,east2774-suffix-uj-,anticausative,anticausative-mid,middle marker
east2774-suffix-uj--reflexive,east2774-suffix-uj-,reflexive,reflexive-compl,construction in complementary distribution
east2774-suffix-uj--reciprocal,east2774-suffix-uj-,reciprocal,reciprocal-compl,construction in complementary distribution
east2774-suffix-uj--antipassive,east2774-suffix-uj-,antipassive,antipassive-no,no
east2774-suffix-uj--self-benefactive,east2774-suffix-uj-,self-benefactive,selfbenefactive-no,no
east2774-suffix-uj--impersonal,east2774-suffix-uj-,impersonal,impersonal-no,no
east2774-suffix-uj--facilitative,east2774-suffix-uj-,facilitative,facilitative-no,no
east2774-suffix-uj--syncretismpattern,east2774-suffix-uj-,syncretismpattern,oppositional-passantc,PASS/ANTC
east2774-suffix-uj--voicefunctions,east2774-suffix-uj-,voicefunctions,number_opp_functions-2,2
east2774-suffix-uj--diachronicsourcetype,east2774-suffix-uj-,diachronicsourcetype,source-unknown,unknown
khar1287-middleinflection-synthesis,khar1287-middleinflection,synthesis,n-synth,synthetic
khar1287-middleinflection-strategy,khar1287-middleinflection,strategy,type2-tamvoice,TAM/voice
khar1287-middleinflection-passive,khar1287-middleinflection,passive,passive-compt,construction in competition
khar1287-middleinflection-anticausative,khar1287-middleinflection,anticausative,anticausative-mid,middle marker
khar1287-middleinflection-reflexive,khar1287-middleinflection,reflexive,reflexive-compt,construction in competition
khar1287-middleinflection-reciprocal,khar1287-middleinflection,reciprocal,reciprocal-compl,construction in complementary distribution
khar1287-middleinflection-antipassive,khar1287-middleinflection,antipassive,antipassive-mid,middle marker
khar1287-middleinflection-self-benefactive,khar1287-middleinflection,self-benefactive,selfbenefactive-no,no
khar1287-middleinflection-impersonal,khar1287-middleinflection,impersonal,impersonal-no,no
khar1287-middleinflection-facilitative,khar1287-middleinflection,facilitative,facilitative-no,no
khar1287-middleinflection-otheroppositionalfunctions,khar1287-middleinflection,otheroppositionalfunctions,other_opp_class-aspectlowtrans,"aspect, lowered transitivity"
khar1287-middleinflection-syncretismpattern,khar1287-middleinflection,syncretismpattern,oppositional-passantcreflantp,PASS/ANTC/REFL/ANTP
khar1287-middleinflection-voicefunctions,khar1287-middleinflection,voicefunctions,number_opp_functions-4,4
khar1287-middleinflection-diachronicsourcetype,khar1287-middleinflection,diachronicsourcetype,source-unknown,unknown
kiow1266-reflexiveprefixes-synthesis,kiow1266-reflexiveprefixes,synthesis,n-synth,synthetic
kiow1266-reflexiveprefixes-strategy,kiow1266-reflexiveprefixes,strategy,type2-personindex,person index
kiow1266-reflexiveprefixes-passive,kiow1266-reflexiveprefixes,passive,passive-no,no
kiow1266-reflexiveprefixes-anticausative,kiow1266-reflexiveprefixes,anticausative,anticausative-compl,construction in complementary distribution
kiow1266-reflexiveprefixes-reflexive,kiow1266-reflexiveprefixes,reflexive,reflexive-mid,middle marker
kiow1266-reflexiveprefixes-reciprocal,kiow1266-reflexiveprefixes,reciprocal,reciprocal-mid,middle marker
kiow1266-reflexiveprefixes-antipassive,kiow1266-reflexiveprefixes,antipassive,antipassive-no,no
kiow1266-reflexiveprefixes-self-benefactive,kiow1266-reflexiveprefixes,self-benefactive,selfbenefactive-mid,middle marker
kiow1266-reflexiveprefixes-impersonal,kiow1266-reflexiveprefixes,impersonal,impersonal-no,no
kiow1266-reflexiveprefixes-facilitative,kiow1266-reflexiveprefixes,facilitative,facilitative-no,no
kiow1266-reflexiveprefixes-syncretismpattern,kiow1266-reflexiveprefixes,syncretismpattern,oppositional-reflselfrecp,REFL/SELF/RECP
kiow1266-reflexiveprefixes-voicefunctions,kiow1266-reflexiveprefixes,voicefunctions,number_opp_functions-3,3
kiow1266-reflexiveprefixes-diachronicsourcetype,kiow1266-reflexiveprefixes,diachronicsourcetype,source-refl,reflexive
kons1243-suffix-a--synthesis,kons1243-suffix-a-,synthesis,n-synth,synthetic
