ID,Construction_ID,Parameter_ID,Code_ID,Value
kusu1250-suffix-q-synthesis,kusu1250-suffix-q,synthesis,n-synth,synthetic
kusu1250-suffix-q-strategy,kusu1250-suffix-q,strategy,type2-suffix,suffix
kusu1250-suffix-q-passive,kusu1250-suffix-q,passive,passive-compl,construction in complementary distribution
kusu1250-suffix-q-anticausative,kusu1250-suffix-q,anticausative,anticausative-compt,construction in competition
kusu1250-suffix-q-reflexive,kusu1250-suffix-q,reflexive,reflexive-compl,construction in complementary distribution
kusu1250-suffix-q-reciprocal,kusu1250-suffix-q,reciprocal,reciprocal-compl,construction in complementary distribution
kusu1250-suffix-q-antipassive,kusu1250-suffix-q,antipassive,antipassive-no,no
kusu1250-suffix-q-self-benefactive,kusu1250-suffix-q,self-benefactive,selfbenefactive-no,no
kusu1250-suffix-q-impersonal,kusu1250-suffix-q,impersonal,impersonal-no,no
kusu1250-suffix-q-facilitative,kusu1250-suffix-q,facilitative,facilitative-no,no
kusu1250-suffix-q-syncretismpattern,kusu1250-suffix-q,syncretismpattern,oppositional-antc,ANTC
kusu1250-suffix-q-voicefunctions,kusu1250-suffix-q,voicefunctions,number_opp_functions-1,1
kusu1250-suffix-q-diachronicsourcetype,kusu1250-suffix-q,diachronicsourcetype,source-norefl,non-reflexive voice marker
kusu1250-suffix-q-nonreflexivesourcetype,kusu1250-suffix-q,nonreflexivesourcetype,source_2-uncontr,marker of uncontrolled situations
laal1242-suffix---synthesis,laal1242-suffix--,synthesis,n-synth,synthetic
laal1242-suffix---strategy,laal1242-suffix--,strategy,type2-suffix,suffix
laal1242-suffix---passive,laal1242-suffix--,passive,passive-mid,middle marker
laal1242-suffix---anticausative,laal1242-suffix--,anticausative,anticausative-mid,middle marker
laal1242-suffix---reflexive,laal1242-suffix--,reflexive,reflexive-mid,middle marker
laal1242-suffix---reciprocal,laal1242-suffix--,reciprocal,reciprocal-mid,middle marker
laal1242-suffix---antipassive,laal1242-suffix--,antipassive,antipassive-no,no
laal1242-suffix---self-benefactive,laal1242-suffix--,self-benefactive,selfbenefactive-no,no
laal1242-suffix---impersonal,laal1242-suffix--,impersonal,impersonal-no,no
laal1242-suffix---facilitative,laal1242-suffix--,facilitative,facilitative-no,no
laal1242-suffix---syncretismpattern,laal1242-suffix--,syncretismpattern,oppositional-passantcreflrecp,PASS/ANTC/REFL/RECP
laal1242-suffix---voicefunctions,laal1242-suffix--,voicefunctions,number_opp_functions-4,4
laal1242-suffix---diachronicsourcetype,laal1242-suffix--,diachronicsourcetype,source-unknown,unknown
kart1248-prefix-i--synthesis,kart1248-prefix-i-,synthesis,n-synth,synthetic
kart1248-prefix-i--strategy,kart1248-prefix-i-,strategy,type2-prefix,prefix
kart1248-prefix-i--passive,kart1248-prefix-i-,passive,passive-mid,middle marker
kart1248-prefix-i--anticausative,kart1248-prefix-i-,anticausative,anticausative-mid,middle marker
kart1248-prefix-i--reflexive,kart1248-prefix-i-,reflexive,reflexive-compt,construction in competition
kart1248-prefix-i--reciprocal,kart1248-prefix-i-,reciprocal,reciprocal-compt,construction in competition
kart1248-prefix-i--antipassive,kart1248-prefix-i-,antipassive,antipassive-mid,middle marker
kart1248-prefix-i--self-benefactive,kart1248-prefix-i-,self-benefactive,selfbenefactive-mid,middle marker
kart1248-prefix-i--impersonal,kart1248-prefix-i-,impersonal,impersonal-mid,middle marker
kart1248-prefix-i--facilitative,kart1248-prefix-i-,facilitative,facilitative-mid,middle marker
kart1248-prefix-i--syncretismpattern,kart1248-prefix-i-,syncretismpattern,oppositional-passantcreflselfrecpantpimpfac,PASS/ANTC/REFL/SELF/RECP/ANTP/IMP/FAC
kart1248-prefix-i--voicefunctions,kart1248-prefix-i-,voicefunctions,number_opp_functions-8,8
kart1248-prefix-i--diachronicsourcetype,kart1248-prefix-i-,diachronicsourcetype,source-unknown,unknown
lewo1244-senclitics-synthesis,lewo1244-senclitics,synthesis,n-analytic,analytic
lewo1244-senclitics-strategy,lewo1244-senclitics,strategy,type2-cliticpronoun,clitic pronoun
lewo1244-senclitics-passive,lewo1244-senclitics,passive,passive-no,no
lewo1244-senclitics-anticausative,lewo1244-senclitics,anticausative,anticausative-mid,middle marker
lewo1244-senclitics-reflexive,lewo1244-senclitics,reflexive,reflexive-compt,construction in competition
lewo1244-senclitics-reciprocal,lewo1244-senclitics,reciprocal,reciprocal-no,no
lewo1244-senclitics-antipassive,lewo1244-senclitics,antipassive,antipassive-mid,middle marker
lewo1244-senclitics-self-benefactive,lewo1244-senclitics,self-benefactive,selfbenefactive-no,no
lewo1244-senclitics-impersonal,lewo1244-senclitics,impersonal,impersonal-no,no
lewo1244-senclitics-facilitative,lewo1244-senclitics,facilitative,facilitative-no,no
lewo1244-senclitics-syncretismpattern,lewo1244-senclitics,syncretismpattern,oppositional-antcreflantp,ANTC/REFL/ANTP
lewo1244-senclitics-voicefunctions,lewo1244-senclitics,voicefunctions,number_opp_functions-3,3
lewo1244-senclitics-diachronicsourcetype,lewo1244-senclitics,diachronicsourcetype,source-refl,reflexive
lika1243-suffix-an--synthesis,lika1243-suffix-an-,synthesis,n-synth,synthetic
lika1243-suffix-an--strategy,lika1243-suffix-an-,strategy,type2-suffix,suffix
lika1243-suffix-an--passive,lika1243-suffix-an-,passive,passive-compt,construction in competition
lika1243-suffix-an--anticausative,lika1243-suffix-an-,anticausative,anticausative-compl,construction in complementary distribution
lika1243-suffix-an--reflexive,lika1243-suffix-an-,reflexive,reflexive-compl,construction in complementary distribution
lika1243-suffix-an--reciprocal,lika1243-suffix-an-,reciprocal,reciprocal-mid,middle marker
lika1243-suffix-an--antipassive,lika1243-suffix-an-,antipassive,antipassive-no,no
lika1243-suffix-an--self-benefactive,lika1243-suffix-an-,self-benefactive,selfbenefactive-no,no
lika1243-suffix-an--impersonal,lika1243-suffix-an-,impersonal,impersonal-no,no
lika1243-suffix-an--facilitative,lika1243-suffix-an-,facilitative,facilitative-no,no
lika1243-suffix-an--syncretismpattern,lika1243-suffix-an-,syncretismpattern,oppositional-passrecp,PASS/RECP
lika1243-suffix-an--voicefunctions,lika1243-suffix-an-,voicefunctions,number_opp_functions-2,2
lika1243-suffix-an--diachronicsourcetype,lika1243-suffix-an-,diachronicsourcetype,source-norefl,non-reflexive voice marker
lika1243-suffix-an--nonreflexivesourcetype,lika1243-suffix-an-,nonreflexivesourcetype,source_2-plur,plurality markers
lith1251-suffix-s--synthesis,lith1251-suffix-s-,synthesis,n-synth,synthetic
lith1251-suffix-s--strategy,lith1251-suffix-s-,strategy,type2-suffix,suffix
lith1251-suffix-s--passive,lith1251-suffix-s-,passive,passive-compl,construction in complementary distribution
lith1251-suffix-s--anticausative,lith1251-suffix-s-,anticausative,anticausative-mid,middle marker
lith1251-suffix-s--reflexive,lith1251-suffix-s-,reflexive,reflexive-mid,middle marker
lith1251-suffix-s--reciprocal,lith1251-suffix-s-,reciprocal,reciprocal-mid,middle marker
lith1251-suffix-s--antipassive,lith1251-suffix-s-,antipassive,antipassive-mid,middle marker
lith1251-suffix-s--self-benefactive,lith1251-suffix-s-,self-benefactive,selfbenefactive-mid,middle marker
lith1251-suffix-s--impersonal,lith1251-suffix-s-,impersonal,impersonal-mid,middle marker
lith1251-suffix-s--facilitative,lith1251-suffix-s-,facilitative,facilitative-mid,middle marker
lith1251-suffix-s--otheroppositionalfunctions,lith1251-suffix-s-,otheroppositionalfunctions,other_opp_class-other,other
lith1251-suffix-s--syncretismpattern,lith1251-suffix-s-,syncretismpattern,oppositional-antcreflselfrecpantpimpfac,ANTC/REFL/SELF/RECP/ANTP/IMP/FAC
lith1251-suffix-s--voicefunctions,lith1251-suffix-s-,voicefunctions,number_opp_functions-7,7
lith1251-suffix-s--diachronicsourcetype,lith1251-suffix-s-,diachronicsourcetype,source-refl,reflexive
lumu1239-suffix-ak-synthesis,lumu1239-suffix-ak,synthesis,n-synth,synthetic
lumu1239-suffix-ak-strategy,lumu1239-suffix-ak,strategy,type2-suffix,suffix
lumu1239-suffix-ak-passive,lumu1239-suffix-ak,passive,passive-compt,construction in competition
lumu1239-suffix-ak-anticausative,lumu1239-suffix-ak,anticausative,anticausative-no,no
lumu1239-suffix-ak-reflexive,lumu1239-suffix-ak,reflexive,reflexive-compl,construction in complementary distribution
lumu1239-suffix-ak-reciprocal,lumu1239-suffix-ak,reciprocal,reciprocal-no,no
lumu1239-suffix-ak-antipassive,lumu1239-suffix-ak,antipassive,antipassive-no,no
lumu1239-suffix-ak-self-benefactive,lumu1239-suffix-ak,self-benefactive,selfbenefactive-no,no
lumu1239-suffix-ak-impersonal,lumu1239-suffix-ak,impersonal,impersonal-no,no
lumu1239-suffix-ak-facilitative,lumu1239-suffix-ak,facilitative,facilitative-mid,middle marker
lumu1239-suffix-ak-syncretismpattern,lumu1239-suffix-ak,syncretismpattern,oppositional-passfac,PASS/FAC
lumu1239-suffix-ak-voicefunctions,lumu1239-suffix-ak,voicefunctions,number_opp_functions-2,2
lumu1239-suffix-ak-diachronicsourcetype,lumu1239-suffix-ak,diachronicsourcetype,source-unknown,unknown
makw1236-suffix-an--synthesis,makw1236-suffix-an-,synthesis,n-synth,synthetic
makw1236-suffix-an--strategy,makw1236-suffix-an-,strategy,type2-suffix,suffix
makw1236-suffix-an--passive,makw1236-suffix-an-,passive,passive-no,no
makw1236-suffix-an--anticausative,makw1236-suffix-an-,anticausative,anticausative-no,no
makw1236-suffix-an--reflexive,makw1236-suffix-an-,reflexive,reflexive-no,no
makw1236-suffix-an--reciprocal,makw1236-suffix-an-,reciprocal,reciprocal-mid,middle marker
makw1236-suffix-an--antipassive,makw1236-suffix-an-,antipassive,antipassive-no,no
makw1236-suffix-an--self-benefactive,makw1236-suffix-an-,self-benefactive,selfbenefactive-no,no
makw1236-suffix-an--impersonal,makw1236-suffix-an-,impersonal,impersonal-no,no
makw1236-suffix-an--facilitative,makw1236-suffix-an-,facilitative,facilitative-no,no
makw1236-suffix-an--syncretismpattern,makw1236-suffix-an-,syncretismpattern,oppositional-recp,RECP
makw1236-suffix-an--voicefunctions,makw1236-suffix-an-,voicefunctions,number_opp_functions-1,1
makw1236-suffix-an--diachronicsourcetype,makw1236-suffix-an-,diachronicsourcetype,source-norefl,non-reflexive voice marker
makw1236-suffix-an--nonreflexivesourcetype,makw1236-suffix-an-,nonreflexivesourcetype,source_2-plur,plurality markers
makw1236-suffix-iw--synthesis,makw1236-suffix-iw-,synthesis,n-synth,synthetic
makw1236-suffix-iw--strategy,makw1236-suffix-iw-,strategy,type2-suffix,suffix
makw1236-suffix-iw--passive,makw1236-suffix-iw-,passive,passive-mid,middle marker
makw1236-suffix-iw--anticausative,makw1236-suffix-iw-,anticausative,anticausative-no,no
makw1236-suffix-iw--reflexive,makw1236-suffix-iw-,reflexive,reflexive-no,no
makw1236-suffix-iw--reciprocal,makw1236-suffix-iw-,reciprocal,reciprocal-no,no
makw1236-suffix-iw--antipassive,makw1236-suffix-iw-,antipassive,antipassive-no,no
makw1236-suffix-iw--self-benefactive,makw1236-suffix-iw-,self-benefactive,selfbenefactive-no,no
makw1236-suffix-iw--impersonal,makw1236-suffix-iw-,impersonal,impersonal-no,no
makw1236-suffix-iw--facilitative,makw1236-suffix-iw-,facilitative,facilitative-no,no
makw1236-suffix-iw--syncretismpattern,makw1236-suffix-iw-,syncretismpattern,oppositional-pass,PASS
makw1236-suffix-iw--voicefunctions,makw1236-suffix-iw-,voicefunctions,number_opp_functions-1,1
makw1236-suffix-iw--diachronicsourcetype,makw1236-suffix-iw-,diachronicsourcetype,source-norefl,non-reflexive voice marker
makw1236-suffix-iw--nonreflexivesourcetype,makw1236-suffix-iw-,nonreflexivesourcetype,source_2-voice,voice
mapu1245-suffix-uw--synthesis,mapu1245-suffix-uw-,synthesis,n-synth,synthetic
mapu1245-suffix-uw--strategy,mapu1245-suffix-uw-,strategy,type2-suffix,suffix
mapu1245-suffix-uw--passive,mapu1245-suffix-uw-,passive,passive-compl,construction in complementary distribution
mapu1245-suffix-uw--anticausative,mapu1245-suffix-uw-,anticausative,anticausative-mid,middle marker
mapu1245-suffix-uw--reflexive,mapu1245-suffix-uw-,reflexive,reflexive-mid,middle marker
mapu1245-suffix-uw--reciprocal,mapu1245-suffix-uw-,reciprocal,reciprocal-mid,middle marker
mapu1245-suffix-uw--antipassive,mapu1245-suffix-uw-,antipassive,antipassive-no,no
mapu1245-suffix-uw--self-benefactive,mapu1245-suffix-uw-,self-benefactive,selfbenefactive-mid,middle marker
mapu1245-suffix-uw--impersonal,mapu1245-suffix-uw-,impersonal,impersonal-no,no
mapu1245-suffix-uw--facilitative,mapu1245-suffix-uw-,facilitative,facilitative-no,no
mapu1245-suffix-uw--syncretismpattern,mapu1245-suffix-uw-,syncretismpattern,oppositional-antcreflselfrecp,ANTC/REFL/SELF/RECP
mapu1245-suffix-uw--voicefunctions,mapu1245-suffix-uw-,voicefunctions,number_opp_functions-4,4
mapu1245-suffix-uw--diachronicsourcetype,mapu1245-suffix-uw-,diachronicsourcetype,source-unknown,unknown
masa1300-neuterform-synthesis,masa1300-neuterform,synthesis,n-synth,synthetic
masa1300-neuterform-strategy,masa1300-neuterform,strategy,type2-suffix,suffix
masa1300-neuterform-passive,masa1300-neuterform,passive,passive-mid,middle marker
masa1300-neuterform-anticausative,masa1300-neuterform,anticausative,anticausative-mid,middle marker
masa1300-neuterform-reflexive,masa1300-neuterform,reflexive,reflexive-mid,middle marker
masa1300-neuterform-reciprocal,masa1300-neuterform,reciprocal,reciprocal-mid,middle marker
masa1300-neuterform-antipassive,masa1300-neuterform,antipassive,antipassive-no,no
masa1300-neuterform-self-benefactive,masa1300-neuterform,self-benefactive,selfbenefactive-no,no
masa1300-neuterform-impersonal,masa1300-neuterform,impersonal,impersonal-no,no
masa1300-neuterform-facilitative,masa1300-neuterform,facilitative,facilitative-mid,middle marker
masa1300-neuterform-otheroppositionalfunctions,masa1300-neuterform,otheroppositionalfunctions,other_opp_class-aspect,aspect
masa1300-neuterform-syncretismpattern,masa1300-neuterform,syncretismpattern,oppositional-passantcreflrecpfac,PASS/ANTC/REFL/RECP/FAC
masa1300-neuterform-voicefunctions,masa1300-neuterform,voicefunctions,number_opp_functions-5,5
masa1300-neuterform-diachronicsourcetype,masa1300-neuterform,diachronicsourcetype,source-unknown,unknown
mikm1235-suffix-asi-synthesis,mikm1235-suffix-asi,synthesis,n-synth,synthetic
mikm1235-suffix-asi-strategy,mikm1235-suffix-asi,strategy,type2-suffix,suffix
mikm1235-suffix-asi-passive,mikm1235-suffix-asi,passive,passive-mid,middle marker
mikm1235-suffix-asi-anticausative,mikm1235-suffix-asi,anticausative,anticausative-mid,middle marker
mikm1235-suffix-asi-reflexive,mikm1235-suffix-asi,reflexive,reflexive-mid,middle marker
mikm1235-suffix-asi-reciprocal,mikm1235-suffix-asi,reciprocal,reciprocal-no,no
mikm1235-suffix-asi-antipassive,mikm1235-suffix-asi,antipassive,antipassive-compl,construction in complementary distribution
mikm1235-suffix-asi-self-benefactive,mikm1235-suffix-asi,self-benefactive,selfbenefactive-no,no
mikm1235-suffix-asi-impersonal,mikm1235-suffix-asi,impersonal,impersonal-no,no
mikm1235-suffix-asi-facilitative,mikm1235-suffix-asi,facilitative,facilitative-no,no
mikm1235-suffix-asi-otheroppositionalfunctions,mikm1235-suffix-asi,otheroppositionalfunctions,other_opp_class-aspect,aspect
mikm1235-suffix-asi-syncretismpattern,mikm1235-suffix-asi,syncretismpattern,oppositional-passantcrefl,PASS/ANTC/REFL
mikm1235-suffix-asi-voicefunctions,mikm1235-suffix-asi,voicefunctions,number_opp_functions-4,4
mikm1235-suffix-asi-diachronicsourcetype,mikm1235-suffix-asi,diachronicsourcetype,source-refl,reflexive
lush1249-prefixin--synthesis,lush1249-prefixin-,synthesis,n-synth,synthetic
lush1249-prefixin--strategy,lush1249-prefixin-,strategy,type2-prefix,prefix
lush1249-prefixin--passive,lush1249-prefixin-,passive,passive-mid,middle marker
lush1249-prefixin--anticausative,lush1249-prefixin-,anticausative,anticausative-mid,middle marker
lush1249-prefixin--reflexive,lush1249-prefixin-,reflexive,reflexive-mid,middle marker
lush1249-prefixin--reciprocal,lush1249-prefixin-,reciprocal,reciprocal-mid,middle marker
lush1249-prefixin--antipassive,lush1249-prefixin-,antipassive,antipassive-no,no
lush1249-prefixin--self-benefactive,lush1249-prefixin-,self-benefactive,selfbenefactive-mid,middle marker
lush1249-prefixin--impersonal,lush1249-prefixin-,impersonal,impersonal-no,no
lush1249-prefixin--facilitative,lush1249-prefixin-,facilitative,facilitative-no,no
lush1249-prefixin--syncretismpattern,lush1249-prefixin-,syncretismpattern,oppositional-passantcreflselfrecp,PASS/ANTC/REFL/SELF/RECP
lush1249-prefixin--voicefunctions,lush1249-prefixin-,voicefunctions,number_opp_functions-5,5
lush1249-prefixin--diachronicsourcetype,lush1249-prefixin-,diachronicsourcetype,source-norefl,non-reflexive voice marker
lush1249-prefixin--nonreflexivesourcetype,lush1249-prefixin-,nonreflexivesourcetype,source_2-nomverb,nominalizers/verbalizers 
movi1243-reduplication-synthesis,movi1243-reduplication,synthesis,n-synth,synthetic
movi1243-reduplication-strategy,movi1243-reduplication,strategy,type2-reduplication,reduplication
movi1243-reduplication-passive,movi1243-reduplication,passive,passive-no,no
movi1243-reduplication-anticausative,movi1243-reduplication,anticausative,anticausative-mid,middle marker
movi1243-reduplication-reflexive,movi1243-reduplication,reflexive,reflexive-mid,middle marker
movi1243-reduplication-reciprocal,movi1243-reduplication,reciprocal,reciprocal-no,no
movi1243-reduplication-antipassive,movi1243-reduplication,antipassive,antipassive-no,no
movi1243-reduplication-self-benefactive,movi1243-reduplication,self-benefactive,selfbenefactive-no,no
movi1243-reduplication-impersonal,movi1243-reduplication,impersonal,impersonal-no,no
movi1243-reduplication-facilitative,movi1243-reduplication,facilitative,facilitative-mid,middle marker
movi1243-reduplication-otheroppositionalfunctions,movi1243-reduplication,otheroppositionalfunctions,other_opp_class-other,other
movi1243-reduplication-syncretismpattern,movi1243-reduplication,syncretismpattern,oppositional-antcreflimp,ANTC/REFL/IMP
movi1243-reduplication-voicefunctions,movi1243-reduplication,voicefunctions,number_opp_functions-3,3
movi1243-reduplication-diachronicsourcetype,movi1243-reduplication,diachronicsourcetype,source-unknown,unknown
movi1243-suffix-che--synthesis,movi1243-suffix-che-,synthesis,n-synth,synthetic
movi1243-suffix-che--strategy,movi1243-suffix-che-,strategy,type2-suffix,suffix
movi1243-suffix-che--passive,movi1243-suffix-che-,passive,passive-no,no
movi1243-suffix-che--anticausative,movi1243-suffix-che-,anticausative,anticausative-no,no
movi1243-suffix-che--reflexive,movi1243-suffix-che-,reflexive,reflexive-mid,middle marker
movi1243-suffix-che--reciprocal,movi1243-suffix-che-,reciprocal,reciprocal-mid,middle marker
movi1243-suffix-che--antipassive,movi1243-suffix-che-,antipassive,antipassive-no,no
movi1243-suffix-che--self-benefactive,movi1243-suffix-che-,self-benefactive,selfbenefactive-mid,middle marker
movi1243-suffix-che--impersonal,movi1243-suffix-che-,impersonal,impersonal-no,no
movi1243-suffix-che--facilitative,movi1243-suffix-che-,facilitative,facilitative-no,no
movi1243-suffix-che--syncretismpattern,movi1243-suffix-che-,syncretismpattern,oppositional-reflselfrecp,REFL/SELF/RECP
movi1243-suffix-che--voicefunctions,movi1243-suffix-che-,voicefunctions,number_opp_functions-3,3
movi1243-suffix-che--diachronicsourcetype,movi1243-suffix-che-,diachronicsourcetype,source-refl,reflexive
mund1325-suffix-k-synthesis,mund1325-suffix-k,synthesis,n-synth,synthetic
mund1325-suffix-k-strategy,mund1325-suffix-k,strategy,type2-suffix,suffix
mund1325-suffix-k-passive,mund1325-suffix-k,passive,passive-mid,middle marker
mund1325-suffix-k-anticausative,mund1325-suffix-k,anticausative,anticausative-mid,middle marker
mund1325-suffix-k-reflexive,mund1325-suffix-k,reflexive,reflexive-compl,construction in complementary distribution
mund1325-suffix-k-reciprocal,mund1325-suffix-k,reciprocal,reciprocal-compl,construction in complementary distribution
mund1325-suffix-k-antipassive,mund1325-suffix-k,antipassive,antipassive-no,no
mund1325-suffix-k-self-benefactive,mund1325-suffix-k,self-benefactive,selfbenefactive-no,no
mund1325-suffix-k-impersonal,mund1325-suffix-k,impersonal,impersonal-no,no
mund1325-suffix-k-facilitative,mund1325-suffix-k,facilitative,facilitative-no,no
mund1325-suffix-k-syncretismpattern,mund1325-suffix-k,syncretismpattern,oppositional-passantc,PASS/ANTC
mund1325-suffix-k-voicefunctions,mund1325-suffix-k,voicefunctions,number_opp_functions-2,2
mund1325-suffix-k-diachronicsourcetype,mund1325-suffix-k,diachronicsourcetype,source-norefl,non-reflexive voice marker
mund1325-suffix-k-nonreflexivesourcetype,mund1325-suffix-k,nonreflexivesourcetype,source_2-voice,voice
cree1270-suffix-k--synthesis,cree1270-suffix-k-,synthesis,n-synth,synthetic
cree1270-suffix-k--strategy,cree1270-suffix-k-,strategy,type2-suffix,suffix
cree1270-suffix-k--passive,cree1270-suffix-k-,passive,passive-mid,middle marker
cree1270-suffix-k--anticausative,cree1270-suffix-k-,anticausative,anticausative-mid,middle marker
cree1270-suffix-k--reflexive,cree1270-suffix-k-,reflexive,reflexive-compl,construction in complementary distribution
cree1270-suffix-k--reciprocal,cree1270-suffix-k-,reciprocal,reciprocal-compl,construction in complementary distribution
cree1270-suffix-k--antipassive,cree1270-suffix-k-,antipassive,antipassive-no,no
cree1270-suffix-k--self-benefactive,cree1270-suffix-k-,self-benefactive,selfbenefactive-no,no
cree1270-suffix-k--impersonal,cree1270-suffix-k-,impersonal,impersonal-no,no
cree1270-suffix-k--facilitative,cree1270-suffix-k-,facilitative,facilitative-mid,middle marker
cree1270-suffix-k--syncretismpattern,cree1270-suffix-k-,syncretismpattern,oppositional-passantcfac,PASS/ANTC/FAC
cree1270-suffix-k--voicefunctions,cree1270-suffix-k-,voicefunctions,number_opp_functions-3,3
cree1270-suffix-k--diachronicsourcetype,cree1270-suffix-k-,diachronicsourcetype,source-norefl,non-reflexive voice marker
cree1270-suffix-k--nonreflexivesourcetype,cree1270-suffix-k-,nonreflexivesourcetype,source_2-lex,lexical source
muss1248-prefixai--synthesis,muss1248-prefixai-,synthesis,n-synth,synthetic
muss1248-prefixai--strategy,muss1248-prefixai-,strategy,type2-prefix,prefix
muss1248-prefixai--passive,muss1248-prefixai-,passive,passive-no,no
muss1248-prefixai--anticausative,muss1248-prefixai-,anticausative,anticausative-no,no
muss1248-prefixai--reflexive,muss1248-prefixai-,reflexive,reflexive-mid,middle marker
muss1248-prefixai--reciprocal,muss1248-prefixai-,reciprocal,reciprocal-mid,middle marker
muss1248-prefixai--antipassive,muss1248-prefixai-,antipassive,antipassive-no,no
muss1248-prefixai--self-benefactive,muss1248-prefixai-,self-benefactive,selfbenefactive-no,no
muss1248-prefixai--impersonal,muss1248-prefixai-,impersonal,impersonal-no,no
muss1248-prefixai--facilitative,muss1248-prefixai-,facilitative,facilitative-no,no
muss1248-prefixai--otheroppositionalfunctions,muss1248-prefixai-,otheroppositionalfunctions,other_opp_class-other,other
muss1248-prefixai--syncretismpattern,muss1248-prefixai-,syncretismpattern,oppositional-reflrecp,REFL/RECP
muss1248-prefixai--voicefunctions,muss1248-prefixai-,voicefunctions,number_opp_functions-2,2
muss1248-prefixai--diachronicsourcetype,muss1248-prefixai-,diachronicsourcetype,source-norefl,non-reflexive voice marker
muss1248-prefixai--nonreflexivesourcetype,muss1248-prefixai-,nonreflexivesourcetype,source_2-plur,plurality markers
nava1243-prefixd--synthesis,nava1243-prefixd-,synthesis,n-synth,synthetic
nava1243-prefixd--strategy,nava1243-prefixd-,strategy,type2-prefix,prefix
nava1243-prefixd--passive,nava1243-prefixd-,passive,passive-mid,middle marker
nava1243-prefixd--anticausative,nava1243-prefixd-,anticausative,anticausative-mid,middle marker
nava1243-prefixd--reflexive,nava1243-prefixd-,reflexive,reflexive-mid,middle marker
nava1243-prefixd--reciprocal,nava1243-prefixd-,reciprocal,reciprocal-mid,middle marker
nava1243-prefixd--antipassive,nava1243-prefixd-,antipassive,antipassive-no,no
nava1243-prefixd--self-benefactive,nava1243-prefixd-,self-benefactive,selfbenefactive-no,no
nava1243-prefixd--impersonal,nava1243-prefixd-,impersonal,impersonal-no,no
nava1243-prefixd--facilitative,nava1243-prefixd-,facilitative,facilitative-no,no
nava1243-prefixd--otheroppositionalfunctions,nava1243-prefixd-,otheroppositionalfunctions,other_opp_class-aspectother,"aspect, other"
nava1243-prefixd--syncretismpattern,nava1243-prefixd-,syncretismpattern,oppositional-passantcreflselfrecp,PASS/ANTC/REFL/SELF/RECP
nava1243-prefixd--voicefunctions,nava1243-prefixd-,voicefunctions,number_opp_functions-5,5
nava1243-prefixd--diachronicsourcetype,nava1243-prefixd-,diachronicsourcetype,source-refl,reflexive
nene1251-reflexiveinflection-synthesis,nene1251-reflexiveinflection,synthesis,n-synth,synthetic
nene1251-reflexiveinflection-strategy,nene1251-reflexiveinflection,strategy,type2-personnumbervoiceendings,person/number/voice endings
nene1251-reflexiveinflection-passive,nene1251-reflexiveinflection,passive,passive-compt,construction in competition
nene1251-reflexiveinflection-anticausative,nene1251-reflexiveinflection,anticausative,anticausative-mid,middle marker
nene1251-reflexiveinflection-reflexive,nene1251-reflexiveinflection,reflexive,reflexive-compl,construction in complementary distribution
nene1251-reflexiveinflection-reciprocal,nene1251-reflexiveinflection,reciprocal,reciprocal-compl,construction in complementary distribution
nene1251-reflexiveinflection-antipassive,nene1251-reflexiveinflection,antipassive,antipassive-compl,construction in complementary distribution
nene1251-reflexiveinflection-self-benefactive,nene1251-reflexiveinflection,self-benefactive,selfbenefactive-no,no
nene1251-reflexiveinflection-impersonal,nene1251-reflexiveinflection,impersonal,impersonal-no,no
nene1251-reflexiveinflection-facilitative,nene1251-reflexiveinflection,facilitative,facilitative-no,no
nene1251-reflexiveinflection-syncretismpattern,nene1251-reflexiveinflection,syncretismpattern,oppositional-passantc,PASS/ANTC
nene1251-reflexiveinflection-voicefunctions,nene1251-reflexiveinflection,voicefunctions,number_opp_functions-2,2
nene1251-reflexiveinflection-diachronicsourcetype,nene1251-reflexiveinflection,diachronicsourcetype,source-refl,reflexive
nias1242-prefixa--synthesis,nias1242-prefixa-,synthesis,n-synth,synthetic
nias1242-prefixa--strategy,nias1242-prefixa-,strategy,type2-prefix,prefix
nias1242-prefixa--passive,nias1242-prefixa-,passive,passive-mid,middle marker
nias1242-prefixa--anticausative,nias1242-prefixa-,anticausative,anticausative-mid,middle marker
nias1242-prefixa--reflexive,nias1242-prefixa-,reflexive,reflexive-no,no
nias1242-prefixa--reciprocal,nias1242-prefixa-,reciprocal,reciprocal-no,no
nias1242-prefixa--antipassive,nias1242-prefixa-,antipassive,antipassive-no,no
nias1242-prefixa--self-benefactive,nias1242-prefixa-,self-benefactive,selfbenefactive-no,no
nias1242-prefixa--impersonal,nias1242-prefixa-,impersonal,impersonal-no,no
nias1242-prefixa--facilitative,nias1242-prefixa-,facilitative,facilitative-no,no
nias1242-prefixa--syncretismpattern,nias1242-prefixa-,syncretismpattern,oppositional-passantc,PASS/ANTC
nias1242-prefixa--voicefunctions,nias1242-prefixa-,voicefunctions,number_opp_functions-2,2
nias1242-prefixa--diachronicsourcetype,nias1242-prefixa-,diachronicsourcetype,source-norefl,non-reflexive voice marker
nias1242-prefixa--nonreflexivesourcetype,nias1242-prefixa-,nonreflexivesourcetype,source_2-nomverb,nominalizers/verbalizers 
nisg1240-medialsuffixes-synthesis,nisg1240-medialsuffixes,synthesis,n-synth,synthetic
nisg1240-medialsuffixes-strategy,nisg1240-medialsuffixes,strategy,type2-suffix,suffix
nisg1240-medialsuffixes-passive,nisg1240-medialsuffixes,passive,passive-mid,middle marker
